Scan,Element,On Action,DO OFF Command,DO MESSAGE Command,DO WRITE Command,DO INSERT Command,DO CALC Command,DO LOG Command,DO CLEAR Command,DO MESSAGE,I/L Statement,CCS Message
RF,27,"RF 132 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 132 MUX RAW TO TEMP(1), DO WRITE 90 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,28,"RF 136 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 136 MUX RAW TO TEMP(1), DO WRITE 94 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,29,"RF 137 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 137 MUX RAW TO TEMP(1), DO WRITE 95 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,30,"RF 140 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 140 MUX RAW TO TEMP(1), DO WRITE 86 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,31,"RF 141 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 141 MUX RAW TO TEMP(1), DO WRITE 97 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,32,"RF 142 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 142 MUX RAW TO TEMP(1), DO WRITE 98 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,33,"RF 143 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 143 MUX RAW TO TEMP(1), DO WRITE 99 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,34,"RF 144 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 144 MUX RAW TO TEMP(1), DO WRITE 100 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,35,"RF 145 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 145 MUX RAW TO TEMP(1), DO WRITE 101 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,36,"RF 146 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 146 MUX RAW TO TEMP(1), DO WRITE 102 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,37,"RF 147 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 147 MUX RAW TO TEMP(1), DO WRITE 103 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,38,"RF 150 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 150 MUX RAW TO TEMP(1), DO WRITE 104 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,39,"RF 151 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 151 MUX RAW TO TEMP(1), DO WRITE 105 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,40,"RF 152 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 152 MUX RAW TO TEMP(1), DO WRITE 106 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,41,"RF 153 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 153 MUX RAW TO TEMP(1), DO WRITE 107 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,42,"RF 154 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 154 MUX RAW TO TEMP(1), DO WRITE 108 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,43,"RF 155 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 155 MUX RAW TO TEMP(1), DO WRITE 109 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,44,"RF 156 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 156 MUX RAW TO TEMP(1), DO WRITE 110 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,45,"RF 157 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 157 MUX RAW TO TEMP(1), DO WRITE 111 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,46,"RF 340 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 340 MUX RAW TO TEMP(1), DO WRITE 224 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,47,"RF 343 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 343 MUX RAW TO TEMP(1), DO WRITE 227 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,48,"RF 344 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 344 MUX RAW TO TEMP(1), DO WRITE 228 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,49,"RF 345 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 345 MUX RAW TO TEMP(1), DO WRITE 229 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,50,"RF 346 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 346 MUX RAW TO TEMP(1), DO WRITE 230 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,51,"RF 350 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 350 MUX RAW TO TEMP(1), DO WRITE 232 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,52,"RF 351 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 351 MUX RAW TO TEMP(1), DO WRITE 233 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,53,"RF 352 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 352 MUX RAW TO TEMP(1), DO WRITE 234 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,54,"RF 354 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 354 MUX RAW TO TEMP(1), DO WRITE 236 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,55,"RF 356 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 356 MUX RAW TO TEMP(1), DO WRITE 238 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,56,"RF 357 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 357 MUX RAW TO TEMP(1), DO WRITE 239 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,57,"RF 362 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 362 MUX RAW TO TEMP(1), DO WRITE 242 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,58,"RF 376 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 376 MUX RAW TO TEMP(1), DO WRITE 254 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,59,"RF 377 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 377 MUX RAW TO TEMP(1), DO WRITE 255 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,60,"RF 400 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 400 MUX RAW TO TEMP(1), DO WRITE 256 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,61,"RF 402 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 402 MUX RAW TO TEMP(1), DO WRITE 258 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,62,"RF 404 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 404 MUX RAW TO TEMP(1), DO WRITE 260 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,63,"RF 406 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 406 MUX RAW TO TEMP(1), DO WRITE 262 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,64,"RF 407 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 407 MUX RAW TO TEMP(1), DO WRITE 263 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,65,"RF 415 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 415 MUX RAW TO TEMP(1), DO WRITE 269 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,66,"RF 411 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 411 MUX RAW TO TEMP(1), DO WRITE 265 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,67,"RF 412 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 412 MUX RAW TO TEMP(1), DO WRITE 266 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,68,"RF 413 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 413 MUX RAW TO TEMP(1), DO WRITE 267 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,69,"RF 414 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 414 MUX RAW TO TEMP(1), DO WRITE 268 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,70,"RF 416 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 416 MUX RAW TO TEMP(1), DO WRITE 270 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,71,"RF 420 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 420 MUX RAW TO TEMP(1), DO WRITE 272 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,72,"RF 421 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 421 MUX RAW TO TEMP(1), DO WRITE 273 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,73,"RF 417 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 417 MUX RAW TO TEMP(1), DO WRITE 271 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,74,"RF 423 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 423 MUX RAW TO TEMP(1), DO WRITE 275 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,75,"RF 424 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 424 MUX RAW TO TEMP(1), DO WRITE 276 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,76,"RF 425 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 425 MUX RAW TO TEMP(1), DO WRITE 277 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,77,"RF 426 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 426 MUX RAW TO TEMP(1), DO WRITE 278 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,78,"RF 430 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 430 MUX RAW TO TEMP(1), DO WRITE 280 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,79,"RF 432 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 432 MUX RAW TO TEMP(1), DO WRITE 282 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,80,"RF 433 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 433 MUX RAW TO TEMP(1), DO WRITE 283 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,81,"RF 434 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 434 MUX RAW TO TEMP(1), DO WRITE 284 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,82,"RF 437 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 437 MUX RAW TO TEMP(1), DO WRITE 287 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,83,"RF 440 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 440 MUX RAW TO TEMP(1), DO WRITE 288 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,84,"RF 442 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 442 MUX RAW TO TEMP(1), DO WRITE 290 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,85,"RF 444 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 444 MUX RAW TO TEMP(1), DO WRITE 292 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,86,"RF 445 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 445 MUX RAW TO TEMP(1), DO WRITE 293 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,87,"RF 447 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 447 MUX RAW TO TEMP(1), DO WRITE 295 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,88,"RF 451 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 451 MUX RAW TO TEMP(1), DO WRITE 297 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,89,"RF 452 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 452 MUX RAW TO TEMP(1), DO WRITE 298 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,90,"RF 453 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 453 MUX RAW TO TEMP(1), DO WRITE 299 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,91,"RF 454 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 454 MUX RAW TO TEMP(1), DO WRITE 300 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,92,"RF 455 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 455 MUX RAW TO TEMP(1), DO WRITE 301 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,93,"RF 457 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 457 MUX RAW TO TEMP(1), DO WRITE 303 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,94,"RF 461 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 461 MUX RAW TO TEMP(1), DO WRITE 305 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,95,"RF 463 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 463 MUX RAW TO TEMP(1), DO WRITE 307 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,96,"RF 464 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 464 MUX RAW TO TEMP(1), DO WRITE 308 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,97,"RF 467 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 467 MUX RAW TO TEMP(1), DO WRITE 311 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,98,"RF 471 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 471 MUX RAW TO TEMP(1), DO WRITE 313 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,99,"RF 473 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 473 MUX RAW TO TEMP(1), DO WRITE 315 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,100,"RF 474 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 474 MUX RAW TO TEMP(1), DO WRITE 316 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,101,"RF 501 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 501 MUX RAW TO TEMP(1), DO WRITE 321 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,102,"RF 502 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 502 MUX RAW TO TEMP(1), DO WRITE 322 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,103,"RF 503 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 503 MUX RAW TO TEMP(1), DO WRITE 323 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,104,"RF 504 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 504 MUX RAW TO TEMP(1), DO WRITE 324 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,105,"RF 505 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 505 MUX RAW TO TEMP(1), DO WRITE 325 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,106,FIRST TIME,N/A,N/A,DO WRITE 0 TO TEMP(0),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RF,107,"RF 507 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 507 MUX RAW TO TEMP(1), DO WRITE 327 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,108,FIRST TIME,N/A,N/A,DO WRITE 0 TO TEMP(0),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RF,109,"RF 515 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 515 MUX RAW TO TEMP(1), DO WRITE 333 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,110,"RF 516 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 516 MUX RAW TO TEMP(1), DO WRITE 334 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,111,"RF 517 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 517 MUX RAW TO TEMP(1), DO WRITE 335 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,112,FIRST TIME,N/A,N/A,DO WRITE 0 TO TEMP(0),N/A,N/A,N/A,N/A,N/A,N/A,N/A
RF,113,"RF 521 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 521 MUX RAW TO TEMP(1), DO WRITE 337 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,114,"RF 526 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 526 MUX RAW TO TEMP(1), DO WRITE 342 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,115,"RF 527 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 527 MUX RAW TO TEMP(1), DO WRITE 343 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,116,"RF 537 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 537 MUX RAW TO TEMP(1), DO WRITE 351 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,117,"RF 550 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 550 MUX RAW TO TEMP(1), DO WRITE 360 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,118,"RF 551 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 551 MUX RAW TO TEMP(1), DO WRITE 361 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,119,"RF 552 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 552 MUX RAW TO TEMP(1), DO WRITE 362 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,120,"RF 553 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 553 MUX RAW TO TEMP(1), DO WRITE 363 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,121,"RF 554 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 554 MUX RAW TO TEMP(1), DO WRITE 364 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,122,"RF 555 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 555 MUX RAW TO TEMP(1), DO WRITE 365 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,123,"RF 556 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 556 MUX RAW TO TEMP(1), DO WRITE 366 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,124,"RF 557 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 557 MUX RAW TO TEMP(1), DO WRITE 367 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,125,"RF 403 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 403 MUX RAW TO TEMP(1), DO WRITE 259 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,126,"RF 405 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 405 MUX RAW TO TEMP(1), DO WRITE 261 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,127,"RF 446 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 446 MUX RAW TO TEMP(1), DO WRITE 294 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
RF,128,"RF 450 MUX RAW > TEMP(1), ON DAE ACTIONS: 2",N/A,N/A,"DO WRITE RF 450 MUX RAW TO TEMP(1), DO WRITE 296 TO TEMP(2)",N/A,N/A,N/A,DO CLEAR FLAG IN TEMP(2),N/A,N/A,N/A
