,Text,Thumbwheel,XT Page,Keyword
3843,PS CURRENT,ET 190 MUX,MNLMD,Extra Thumbwheels
3844,PS CURRENT SP,ET 190 DAC,MNLMD,Extra Thumbwheels
3845,DIO MOXA PROCESS WATCHDOG,ET 193 MUX,MNMOXA,Extra Thumbwheels
3846,AI MOXA PROCESS WATCHDOG,ET 194 MUX,MNMOXA,Extra Thumbwheels
3847,TC MOXA PROCESS WATCHDOG,ET 195 MUX,MNMXTC,Extra Thumbwheels
3848,B2 LEVEL CRATE TMCA INPUT,MS 12 REG,MNN,Miscellanious
3849,C.R. 1 EXEC. CRATE GEC0C INPUT,MS 3 REG,MNN,Miscellanious
3850,T&H CRATE VACU INPUT,MS 11 REG,MNN,Miscellanious
3851,C.R. 2 CRATE DBE INPUT,MS 4 REG,MNN,Miscellanious
3852,B1 CRATE TC3 INPUT,MS 5 REG,MNN,Miscellanious
3853,B2 LEVEL +24V P/S VOLTAGE,CD 399 MUXR,MNN,CAMAC Design
3854,B2 LEVEL +24V P/S CURRENT,CD 399 MUXL,MNN,CAMAC Design
3855,"TC1 MEMORY 1 WATCHDOG, TC1 THERMOCOUPLES NO.1",ET 61  MUX,"MNTC, MNW1",Extra Thumbwheels
3856,"TC2 MEMORY 1 WATCHDOG, TC2 THERMOCOUPLES",ET 60  MUX,"MNTC, MNW1",Extra Thumbwheels
3857,"TC3 MEMORY 1 WATCHDOG, TC3 THERMOCOUPLES",B1 477 MUX,"MNTC, MNW1",Beamline 1
3858,"TC3 MEMORY 1 DUPLICATE WATCHDOG, TC3 THERMOCOUPLES DUPLICATE",TG 77 MUX,"MNTC, MNW1",Targets
3859,"TC1 MEMORY 2 WATCHDOG, TC1 THERMOCOUPLES NO.2",ET 62  MUX,"MNTC, MNW1",Extra Thumbwheels
3860,TC1 (MUX 23) REF TEMP UTRA 0,RF 370 MUX,MNTC,Radio Frequency
3861,TC3 (MUX 32) REF TEMP UTRA 0,B1 340 MUX,MNTC,Beamline 1
3862,TC3 (MUX 32) REF TEMP UTRA 0 DUPLICATE,TG 76 MUX,MNTC,Targets
3863,TC1 (MUX 23) REF TEMP UTRA 1,RF 371 MUX,MNTC,Radio Frequency
3864,TC1 (MUX 23) REF TEMP UTRA 2,RF 372 MUX,MNTC,Radio Frequency
3865,TC1 (MUX 23) REF TEMP UTRA 3,RF 373 MUX,MNTC,Radio Frequency
3866,"RF 3-WAY VALVE (RS-485), TWV DETACHED PROCESS WATCHDOG",RF 164 MUX,"MNW, RFTWV",Radio Frequency
3867,"RF SUPPLY VALVE CONTROL, RFSV DETACHED PROCESS WATCHDOG",RF 162 MUX,"MNW, RFPCV",Radio Frequency
3868,"RF RETURN VALVE CONTROL, RFRV DETACHED PROCESS WATCHDOG",RF 595 MUX,"MNW, RFPCV",Radio Frequency
3869,TC401 XFER PROCESS,ET 901 MUX,MNW,Extra Thumbwheels
3870,TC402 XFER PROCESS,ET 902 MUX,MNW,Extra Thumbwheels
3871,RF BOOSTER XFER PROCESS,TK 374 MUX,MNW,Tank
3872,2C1 PERIODICS PROCESS,PT 90 MUX,MNW,Proton Therapy
3873,TIMERS,MS 0 MUX,MNW,Miscellanious
3874,2C1 RATIO CHECKS PROCESS,PT 91 MUX,MNW,Proton Therapy
3875,TVLN2 TRANSFER PROCESS WATCHDOG,TV 169 MUX,"MNW, TV2, TVLN2",Tank Vacuum
3876,2C1 DOSE SETTING PROCESS,PT 92 MUX,MNW,Proton Therapy
3877,"HE DEWAR DETACHED PROCESS WATCHDOG, HELIUM DEWAR",TV 130 MUX,"MNW, TV2, TV3",Tank Vacuum
3878,2C1 I/L SUMMARY PROCESS,PT 93 MUX,MNW,Proton Therapy
3879,BL2A CURRENT XFER,2A 79 MUX,MNW,Beamline 2A
3880,"XFERLINETEMPS, XFERLINETEMPS DETACHED PROCESS WATCHDOG",TV 90 MUX,"MNW, TV2, TV3",Tank Vacuum
3881,ISIS BEAMSTOP STATUS XFER,B2 79 MUX,MNW,Beamline 2C
3882,SECBL DATA XFER,SB 277 MUX,MNW,Secondary Beamlines
3883,SYSTW2PV,ET 699 MUX,MNW,Extra Thumbwheels
3884,PRINTMSGLOG,MS 118 MUX,MNW,Miscellanious
3885,PROBES MUX 4 NO.1,TK 376 MUX,MNW1,Tank
3886,BAY15 MODULE 1(1) NETWORK STATS XFER,ET 277 MUX,MNW1,Extra Thumbwheels
3887,PROBES MUX 4 NO.2,TK 377 MUX,MNW1,Tank
3888,BAY15 MODULE 1(2) NETWORK STATS XFER,ET 271 MUX,MNW1,Extra Thumbwheels
3889,TNF MUX 13,TG 75 MUX,MNW1,Targets
3890,BAY15 MODULE 2(1) NETWORK STATS XFER,ET 266 MUX,MNW1,Extra Thumbwheels
3891,ISIS MUX 35 NO.1,IB 660 MUX,MNW1,ISIS Beamline
3892,BAY15 MODULE 2(2) NETWORK STATS XFER,ET 263 MUX,MNW1,Extra Thumbwheels
3893,ISIS MUX 35 NO.2,IB 661 MUX,MNW1,ISIS Beamline
3894,BAY15 MODULE 3(1) NETWORK STATS XFER,ET 257 MUX,MNW1,Extra Thumbwheels
3895,BAY15 MODULE 3(2) NETWORK STATS XFER,ET 254 MUX,MNW1,Extra Thumbwheels
3896,TNF,TG 177 MUX,MNW1,Targets
3897,BAY21 NETWORK STATS XFER,ET 274 MUX,MNW1,Extra Thumbwheels
3898,VACUUM ANALOG,TV 36 MUX,"MNW1, TV1",Tank Vacuum
3899,BAY45 NETWORK STATS XFER,ET 280 MUX,MNW1,Extra Thumbwheels
3900,VACUUM DIGITAL,TV 37 MUX,"MNW1, TV1",Tank Vacuum
3901,BAY52 NETWORK STATS XFER,ET 260 MUX,MNW1,Extra Thumbwheels
3902,PT TRIMAC,PT 107 MUX,MNW1,Proton Therapy
3903,RF MUX 01 UNIT 1,ET 70 MUXL,MNW2,Extra Thumbwheels
3904,RF MUX 01 UNIT 1 DSP,ET 70 MUXR,MNW2,Extra Thumbwheels
3905,RF MUX 01 UNIT 1 FAULT COUNTER,ET 70 MUXT,MNW2,Extra Thumbwheels
3906,ISIS BL MUX 43 UNIT 1,ET 76 MUXL,MNW2,Extra Thumbwheels
3907,ISIS BL MUX 43 UNIT 1 DSP,ET 76 MUXR,MNW2,Extra Thumbwheels
3908,ISIS BL MUX 43 UNIT 1 FAULT COUNTER,ET 76 MUXT,MNW2,Extra Thumbwheels
3909,RF MUX 01 UNIT 2,ET 71 MUXL,MNW2,Extra Thumbwheels
3910,RF MUX 01 UNIT 2 DSP,ET 71 MUXR,MNW2,Extra Thumbwheels
3911,RF MUX 01 UNIT 2 FAULT COUNTER,ET 71 MUXT,MNW2,Extra Thumbwheels
3912,ISIS MUX 43 UNIT 2,ET 77 MUXL,MNW2,Extra Thumbwheels
3913,ISIS MUX 43 UNIT 2 DSP,ET 77 MUXR,MNW2,Extra Thumbwheels
3914,ISIS MUX 43 UNIT 2 FAULT COUNTER,ET 77 MUXT,MNW2,Extra Thumbwheels
3915,RF MUX 01 UNIT 3,ET 72 MUXL,MNW2,Extra Thumbwheels
3916,RF MUX 01 UNIT 3 DSP,ET 72 MUXR,MNW2,Extra Thumbwheels
3917,RF MUX 01 UNIT 3 FAULT COUNTER,ET 72 MUXT,MNW2,Extra Thumbwheels
3918,ISIS MUX 43 UNIT 3,ET 78 MUXL,MNW2,Extra Thumbwheels
3919,ISIS MUX 43 UNIT 3 DSP,ET 78 MUXR,MNW2,Extra Thumbwheels
3920,ISIS MUX 43 UNIT 3 FAULT COUNTER,ET 78 MUXT,MNW2,Extra Thumbwheels
3921,ISIS MUX 03 UNIT 1,ET 180 MUXL,MNW2,Extra Thumbwheels
3922,ISIS MUX 03 UNIT 1 DSP,ET 180 MUXR,MNW2,Extra Thumbwheels
3923,ISIS MUX 03 UNIT 1 FAULT COUNTER,ET 180 MUXT,MNW2,Extra Thumbwheels
3924,ISIS MUX 43 UNIT 4,ET 79 MUXL,MNW2,Extra Thumbwheels
3925,ISIS MUX 43 UNIT 4 DSP,ET 79 MUXR,MNW2,Extra Thumbwheels
3926,ISIS MUX 43 UNIT 4 FAULT COUNTER,ET 79 MUXT,MNW2,Extra Thumbwheels
3927,ISIS MUX 03 UNIT 2,ET 181 MUXL,MNW2,Extra Thumbwheels
3928,ISIS MUX 03 UNIT 2 DSP,ET 181 MUXR,MNW2,Extra Thumbwheels
3929,ISIS MUX 03 UNIT 2 FAULT COUNTER,ET 181 MUXT,MNW2,Extra Thumbwheels
3930,T&H MUX 46 UNIT 1,ET 90 MUXL,MNW2,Extra Thumbwheels
3931,T&H MUX 46 UNIT 1 DSP,ET 90 MUXR,MNW2,Extra Thumbwheels
3932,T&H MUX 46 UNIT 1 FAULT COUNTER,ET 90 MUXT,MNW2,Extra Thumbwheels
3933,ISIS MUX 03 UNIT 3,ET 182 MUXL,MNW2,Extra Thumbwheels
3934,ISIS MUX 03 UNIT 3 DSP,ET 182 MUXR,MNW2,Extra Thumbwheels
3935,ISIS MUX 03 UNIT 3 FAULT COUNTER,ET 182 MUXT,MNW2,Extra Thumbwheels
3936,T&H MUX 46 UNIT 2,ET 91 MUXL,MNW2,Extra Thumbwheels
3937,T&H MUX 46 UNIT 2 DSP,ET 91 MUXR,MNW2,Extra Thumbwheels
3938,T&H MUX 46 UNIT 2 FAULT COUNTER,ET 91 MUXT,MNW2,Extra Thumbwheels
3939,T&H MUX 06 UNIT 1,ET 94 MUXL,MNW2,Extra Thumbwheels
3940,T&H MUX 06 UNIT 1 DSP,ET 94 MUXR,MNW2,Extra Thumbwheels
3941,T&H MUX 06 UNIT 1 FAULT COUNTER,ET 94 MUXT,MNW2,Extra Thumbwheels
3942,T&H MUX 46 UNIT 3,ET 92 MUXL,MNW2,Extra Thumbwheels
3943,T&H MUX 46 UNIT 3 DSP,ET 92 MUXR,MNW2,Extra Thumbwheels
3944,T&H MUX 46 UNIT 3 FAULT COUNTER,ET 92 MUXT,MNW2,Extra Thumbwheels
3945,T&H MUX 06 UNIT 2,ET 95 MUXL,MNW2,Extra Thumbwheels
3946,T&H MUX 06 UNIT 2 DSP,ET 95 MUXR,MNW2,Extra Thumbwheels
3947,T&H MUX 06 UNIT 2 FAULT COUNTER,ET 95 MUXT,MNW2,Extra Thumbwheels
3948,T&H MUX 46 UNIT 4,ET 93 MUXL,MNW2,Extra Thumbwheels
3949,T&H MUX 46 UNIT 4 DSP,ET 93 MUXR,MNW2,Extra Thumbwheels
3950,T&H MUX 46 UNIT 4 FAULT COUNTER,ET 93 MUXT,MNW2,Extra Thumbwheels
3951,T&H MUX 06 UNIT 3,ET 96 MUXL,MNW2,Extra Thumbwheels
3952,T&H MUX 06 UNIT 3 DSP,ET 96 MUXR,MNW2,Extra Thumbwheels
3953,T&H MUX 06 UNIT 3 FAULT COUNTER,ET 96 MUXT,MNW2,Extra Thumbwheels
3954,MUX 56 UNIT 1,ET 99 MUXL,MNW2,Extra Thumbwheels
3955,MUX 56 UNIT 1 DSP,ET 99 MUXR,MNW2,Extra Thumbwheels
3956,MUX 56 UNIT 1 FAULT COUNTER,ET 99 MUXT,MNW2,Extra Thumbwheels
3957,T&H MUX 06 UNIT 4,ET 97 MUXL,MNW2,Extra Thumbwheels
3958,T&H MUX 06 UNIT 4 DSP,ET 97 MUXR,MNW2,Extra Thumbwheels
3959,T&H MUX 06 UNIT 4 FAULT COUNTER,ET 97 MUXT,MNW2,Extra Thumbwheels
3960,ISIS BL MUX 57 UNIT 1,ET 74 MUXL,MNW2,Extra Thumbwheels
3961,ISIS BL MUX 57 UNIT 1 DSP,ET 74 MUXR,MNW2,Extra Thumbwheels
3962,ISIS BL MUX 57 UNIT 1 FAULT COUNTER,ET 74 MUXT,MNW2,Extra Thumbwheels
3963,CORRECTION PLATE MUX 10 UNIT 1,ET 65 MUXL,MNW2,Extra Thumbwheels
3964,CORRECTION PLATE MUX 10 UNIT 1 DSP,ET 65 MUXR,MNW2,Extra Thumbwheels
3965,CORRECTION PLATE MUX 10 UNIT 1 FAULT COUNTER,ET 65 MUXT,MNW2,Extra Thumbwheels
3966,ISIS MUX 57 UNIT 2,ET 89 MUXL,MNW2,Extra Thumbwheels
3967,ISIS MUX 57 UNIT 2 DSP,ET 89 MUXR,MNW2,Extra Thumbwheels
3968,ISIS MUX 57 UNIT 2 FAULT COUNTER,ET 89 MUXT,MNW2,Extra Thumbwheels
3969,CORRECTION PLATE MUX 10 UNIT 2,ET 66 MUXL,MNW2,Extra Thumbwheels
3970,CORRECTION PLATE MUX 10 UNIT 2 DSP,ET 66 MUXR,MNW2,Extra Thumbwheels
3971,CORRECTION PLATE MUX 10 UNIT 2 FAULT COUNTER,ET 66 MUXT,MNW2,Extra Thumbwheels
3972,TANK MUX 60,ET 75 MUXL,MNW2,Extra Thumbwheels
3973,TANK MUX 60 DSP,ET 75 MUXR,MNW2,Extra Thumbwheels
3974,TANK MUX 60 FAULT COUNTER,ET 75 MUXT,MNW2,Extra Thumbwheels
3975,CORRECTION PLATE MUX 10 UNIT 3,ET 67 MUXL,MNW2,Extra Thumbwheels
3976,CORRECTION PLATE MUX 10 UNIT 3 DSP,ET 67 MUXR,MNW2,Extra Thumbwheels
3977,CORRECTION PLATE MUX 10 UNIT 3 FAULT COUNTER,ET 67 MUXT,MNW2,Extra Thumbwheels
3978,RF MUX 61 UNIT 1,ET 80 MUXL,MNW2,Extra Thumbwheels
3979,RF MUX 61 UNIT 1 DSP,ET 80 MUXR,MNW2,Extra Thumbwheels
3980,RF MUX 61 UNIT 1 FAULT COUNTER,ET 80 MUXT,MNW2,Extra Thumbwheels
3981,BL1 MUX 11 UNIT 1,ET 63 MUXL,MNW2,Extra Thumbwheels
3982,BL1 MUX 11 UNIT 1 DSP,ET 63 MUXR,MNW2,Extra Thumbwheels
3983,BL1 MUX 11 UNIT 1 FAULT COUNTER,ET 63 MUXT,MNW2,Extra Thumbwheels
3984,RF MUX 61 UNIT 2,ET 81 MUXL,MNW2,Extra Thumbwheels
3985,RF MUX 61 UNIT 2 DSP,ET 81 MUXR,MNW2,Extra Thumbwheels
3986,RF MUX 61 UNIT 2 FAULT COUNTER,ET 81 MUXT,MNW2,Extra Thumbwheels
3987,BL1 MUX 11 UNIT 2,ET 64 MUXL,MNW2,Extra Thumbwheels
3988,BL1 MUX 11 UNIT 2 DSP,ET 64 MUXR,MNW2,Extra Thumbwheels
3989,BL1 MUX 11 UNIT 2 FAULT COUNTER,ET 64 MUXT,MNW2,Extra Thumbwheels
3990,RF MUX 61 UNIT 3,ET 82 MUXL,MNW2,Extra Thumbwheels
3991,RF MUX 61 UNIT 3 DSP,ET 82 MUXR,MNW2,Extra Thumbwheels
3992,RF MUX 61 UNIT 3 FAULT COUNTER,ET 82 MUXT,MNW2,Extra Thumbwheels
3993,CONTROL ROOM MUX 12,ET 73 MUXL,MNW2,Extra Thumbwheels
3994,CONTROL ROOM MUX 12 DSP,ET 73 MUXR,MNW2,Extra Thumbwheels
3995,CONTROL ROOM MUX 12 FAULT COUNTER,ET 73 MUXT,MNW2,Extra Thumbwheels
3996,RF MUX 61 UNIT 4,ET 83 MUXL,MNW2,Extra Thumbwheels
3997,RF MUX 61 UNIT 4 DSP,ET 83 MUXR,MNW2,Extra Thumbwheels
3998,RF MUX 61 UNIT 4 FAULT COUNTER,ET 83 MUXT,MNW2,Extra Thumbwheels
3999,BL1 VACUUM MUX 16 UNIT 1,ET 68 MUXL,MNW2,Extra Thumbwheels
4000,BL1 VACUUM MUX 16 UNIT 1 DSP,ET 68 MUXR,MNW2,Extra Thumbwheels
4001,BL1 VACUUM MUX 16 UNIT 1 FAULT COUNTER,ET 68 MUXT,MNW2,Extra Thumbwheels
4002,ISIS MUX 62 UNIT 1,ET 84 MUXL,MNW2,Extra Thumbwheels
4003,ISIS MUX 62 UNIT 1 DSP,ET 84 MUXR,MNW2,Extra Thumbwheels
4004,ISIS MUX 62 UNIT 1 FAULT COUNTER,ET 84 MUXT,MNW2,Extra Thumbwheels
4005,BL1 VACUUM MUX 16 UNIT 2,ET 69 MUXL,MNW2,Extra Thumbwheels
4006,BL1 VACUUM MUX 16 UNIT 2 DSP,ET 69 MUXR,MNW2,Extra Thumbwheels
4007,BL1 VACUUM MUX 16 UNIT 2 FAULT COUNTER,ET 69 MUXT,MNW2,Extra Thumbwheels
4008,ISAC MUX 63 UNIT 1,ET 85 MUXL,MNW2,Extra Thumbwheels
4009,ISAC MUX 63 UNIT 1 DSP,ET 85 MUXR,MNW2,Extra Thumbwheels
4010,ISAC MUX 63 UNIT 1 FAULT COUNTER,ET 85 MUXT,MNW2,Extra Thumbwheels
4011,RF MUX 27 UNIT 1,ET 98 MUXL,MNW2,Extra Thumbwheels
4012,RF MUX 27 UNIT 1 DSP,ET 98 MUXR,MNW2,Extra Thumbwheels
4013,RF MUX 27 UNIT 1 FAULT COUNTER,ET 98 MUXT,MNW2,Extra Thumbwheels
4014,LEVEL 264 MUX 64 UNIT 1,ET 86 MUXL,MNW2,Extra Thumbwheels
4015,LEVEL 264 MUX 64 UNIT 1 DSP,ET 86 MUXR,MNW2,Extra Thumbwheels
4016,LEVEL 264 MUX 64 UNIT 1 FAULT COUNTER,ET 86 MUXT,MNW2,Extra Thumbwheels
4017,LEVEL 264 MUX 64 UNIT 2,ET 87 MUXL,MNW2,Extra Thumbwheels
4018,LEVEL 264 MUX 64 UNIT 2 DSP,ET 87 MUXR,MNW2,Extra Thumbwheels
4019,LEVEL 264 MUX 64 UNIT 2 FAULT COUNTER,ET 87 MUXT,MNW2,Extra Thumbwheels
4020,ISAC SDLC LINK CPU (CM104),2A 73 MUX,MNW3,Beamline 2A
4021,ISAC PLC (CM105),2A 77 MUX,MNW3,Beamline 2A
4022,ISAC SDLC LINK CPU (CM105),2A 74 MUX,MNW3,Beamline 2A
4023,RF BOOSTER VXI,TK 375MUX,MNW3,Tank
4024,TVLN2 PLC WATCHDOG,TV 168 MUX,"MNW3, TVLN2",Tank Vacuum
4025,"SECBL IOC1, SECBL IOC1 WATCHDOG",SB 274 MUX,"MNW3, SB1",Secondary Beamlines
4026,"SECBL IOC2, SECBL IOC2 WATCHDOG",SB 278 MUX,"MNW3, SB1",Secondary Beamlines
4027,"CCSSUNP1 - SBIOC1 DATA TRANSFER WATCHDOG, SECBL SBP1 TO SBIOC1 XFER",SB 275 MUX,"MNW3, SB1",Secondary Beamlines
4028,"CCSSUNP1 - SBIOC2 DATA TRANSFER WATCHDOG, SECBL SBP1 TO SBIOC2 XFER",SB 279 MUX,"MNW3, SB1",Secondary Beamlines
4029,GEC0-B0-C0A,CD 3 REG,MNWCP,CAMAC Design
4030,GEC0-B1-C01,CD 7 REG,MNWCP,CAMAC Design
4031,GEC0-B2-C01,CD 35 REG,MNWCP,CAMAC Design
4032,GEC0-B5-C01,CD 119 REG,MNWCP,CAMAC Design
4033,GEC0-B6-C01,CD 147 REG,MNWCP,CAMAC Design
4034,GEC0-B7-C01,CD 175 REG,MNWCP,CAMAC Design
4035,GEC0-B2-C02,CD 39 REG,MNWCP,CAMAC Design
4036,GEC0-B5-C02,CD 123 REG,MNWCP,CAMAC Design
4037,GEC0-B7-C02,CD 179 REG,MNWCP,CAMAC Design
4038,GEC0-B1-C03,CD 15 REG,MNWCP,CAMAC Design
4039,GEC0-B2-C03,CD 43 REG,MNWCP,CAMAC Design
4040,GEC0-B3-C03,CD 71 REG,MNWCP,CAMAC Design
4041,GEC0-B4-C03,CD 99 REG,MNWCP,CAMAC Design
4042,GEC0-B7-C03,CD 183 REG,MNWCP,CAMAC Design
4043,GEC0-B1-C04,CD 19 REG,MNWCP,CAMAC Design
4044,GEC0-B3-C04,CD 75 REG,MNWCP,CAMAC Design
4045,GEC0-B4-C04,CD 103 REG,MNWCP,CAMAC Design
4046,GEC0-B7-C04,CD 187 REG,MNWCP,CAMAC Design
4047,GEC0-B2-C05,CD 51 REG,MNWCP,CAMAC Design
4048,GEC0-B3-C05,CD 79 REG,MNWCP,CAMAC Design
4049,GEC0-B4-C05,CD 107 REG,MNWCP,CAMAC Design
4050,GEC0-B5-C05,CD 135 REG,MNWCP,CAMAC Design
4051,GEC0-B6-C05,CD 163 REG,MNWCP,CAMAC Design
4052,GEC0-B7-C05,CD 191 REG,MNWCP,CAMAC Design
4053,GEC0-B1-C06,CD 27 REG,MNWCP,CAMAC Design
4054,GEC0-B2-C06,CD 55 REG,MNWCP,CAMAC Design
4055,GEC0-B3-C06,CD 83 REG,MNWCP,CAMAC Design
4056,GEC0-B4-C06,CD 111 REG,MNWCP,CAMAC Design
4057,GEC0-B5-C06,CD 139 REG,MNWCP,CAMAC Design
4058,GEC0-B6-C06,CD 167 REG,MNWCP,CAMAC Design
4059,GEC0-B7-C06,CD 195 REG,MNWCP,CAMAC Design
4060,GEC0-B1-C07,CD 31 REG,MNWCP,CAMAC Design
4061,GEC0-B5-C07,CD 143 REG,MNWCP,CAMAC Design
4062,GEC0-B6-C07,CD 171 REG,MNWCP,CAMAC Design
4063,GEC0-B7-C07,CD 199 REG,MNWCP,CAMAC Design
4064,GEC1-B0-C00,CD 203 REG,MNWCP,CAMAC Design
4065,PRTH-B0-C00,CD 331 REG,MNWCP,CAMAC Design
4066,GEC1-B5-C01,CD 239 REG,MNWCP,CAMAC Design
4067,GEC1-B6-C01,CD 279 REG,MNWCP,CAMAC Design
4068,GEC1-B7-C01,CD 259 REG,MNWCP,CAMAC Design
4069,PRTH-B7-C01,CD 335 REG,MNWCP,CAMAC Design
4070,GEC1-B4-C02,CD 207 REG,MNWCP,CAMAC Design
4071,GEC1-B5-C02,CD 243 REG,MNWCP,CAMAC Design
4072,GEC1-B5-C03,CD 247 REG,MNWCP,CAMAC Design
4073,GEC1-B7-C05,CD 263 REG,MNWCP,CAMAC Design
4074,HLAB-B0-C00,CD 351 REG,MNWCP,CAMAC Design
4075,GEC1-B7-C20,CD 275 REG,MNWCP,CAMAC Design
4076,GEC1-B4-C21,CD 231 REG,MNWCP,CAMAC Design
4077,GEC1-B4-C22,CD 235 REG,MNWCP,CAMAC Design
4078,1VQ4 PS XFER PROCESS,B1 450 MUX,MNWPS,Beamline 1
4079,1VQ5 PS XFER PROCESS,B1 451 MUX,MNWPS,Beamline 1
4080,1VQ6 PS XFER PROCESS,B1 452 MUX,MNWPS,Beamline 1
4081,1AQ10 PS XFER PROCESS,B1 456 MUX,MNWPS,Beamline 1
4082,1AQ11 PS XFER PROCESS,B1 457 MUX,MNWPS,Beamline 1
4083,1AQ12 PS XFER PROCESS,B1 458 MUX,MNWPS,Beamline 1
4084,1AQ13 PS XFER PROCESS,B1 459 MUX,MNWPS,Beamline 1
4085,1AQ14 PS XFER PROCESS,B1 460 MUX,MNWPS,Beamline 1
4086,1AQ16 PS XFER PROCESS,B1 461 MUX,MNWPS,Beamline 1
4087,NBIF MONITOR BIAS ON/OFF,B1 180 DIGI,NBIF,Beamline 1
4088,NBIF MONITOR BIAS READBACK,B1 180 MUX,NBIF,Beamline 1
4089,NBIF MONITOR DOWN,B1 182 MUX,NBIF,Beamline 1
4090,RF BOOSTER AMPLITUDE DRIVE READBACK,TK 369 MUX,RFB,Tank
4091,RF BOOSTER AMPLITUDE SETPOINT READBACK,TK 365 MUX,RFB,Tank
4092,RF BOOSTER PHASE SETPOINT READBACK,TK 367 MUX,RFB,Tank
4093,RF BOOSTER TUNER POSITION READBACK,TK 368 MUX,RFB,Tank
4094,BOOSTER ENTRANCE HIGH RADIUS FOIL CURRENT,TK 360 MUX,RFB,Tank
4095,BOOSTER EXIT HIGH RADIUS FOIL CURRENT,TK 362 MUX,RFB,Tank
4096,BOOSTER ENTRANCE LOW RADIUS FOIL CURRENT,TK 361 MUX,RFB,Tank
4097,BOOSTER EXIT LOW RADIUS FOIL CURRENT,TK 363 MUX,RFB,Tank
4098,RF BOOSTER WATCHDOG,TK 375  MUX,RFB,Tank
4099,RF BOOSTER DATA TRANSFER WATCHDOG,TK 374  MUX,RFB,Tank
4100,***** USED BY INTERNAL READ *****,RF 88 DIGI,RFMCL,Radio Frequency
4101,RF MAIN COUPLING LOOP ELECTRON PICK UP POWER SUPPLY VOLTAGE,RF 88 MUXL,RFMCL,Radio Frequency
4102,RF MAIN COUPLING LOOP ELECTRON PICK UP POWER SUPPLY SETPOINT,RF 88 DAC,RFMCL,Radio Frequency
4103,RF MAIN COUPLING LOOP ELECTRON PICK UP POWER SUPPLY CURRENT,RF 88 MUXR,RFMCL,Radio Frequency
4104,***** USED BY INTERNAL READ *****,RF 89 DIGI,RFMCL,Radio Frequency
4105,RF COUPLER ION PUMP INTERLOCK MM P/S ON STATUS,RF 89 REG,RFMCL,Radio Frequency
4106,RETURN VALVE DRIVE SOURCE,RF 169 DIGI,RFPCV,Radio Frequency
4107,SUPPLY VALVE PRESSURE,RF 522 MUX,RFPCV,Radio Frequency
4108,RETURN VALVE PRESSURE,RF 591 MUX,RFPCV,Radio Frequency
4109,SUPPLY VALVE CONTROLLER OUTPUT POWER,RF 524 MUX,RFPCV,Radio Frequency
4110,RETURN VALVE CONTROLLER OUTPUT POWER,RF 590 MUX,RFPCV,Radio Frequency
4111,SUPPLY VALVE POSITION (DEGREES),RF 168 MUXL,RFPCV,Radio Frequency
4112,SUPPLY VALVE POSITION (% OPEN),RF 168 MUXT,RFPCV,Radio Frequency
4113,RETURN VALVE POSITION (DEGREES),RF 169 MUXL,RFPCV,Radio Frequency
4114,RETURN VALVE POSITION (% OPEN),RF 169 MUXT,RFPCV,Radio Frequency
4115,SUPPLY VALVE DRIVE CURRENT (MA),RF 168 MUXR,RFPCV,Radio Frequency
4116,SUPPLY VALVE DRIVE CURRENT (%),RF 168 MUXB,RFPCV,Radio Frequency
4117,RETURN VALVE DRIVE CURRENT (MA),RF 169 MUXR,RFPCV,Radio Frequency
4118,RETURN VALVE DRIVE CURRENT (%),RF 169 MUXB,RFPCV,Radio Frequency
4119,DIFFERENCE IN PRESSURE,RF 592 MUX,RFPCV,Radio Frequency
4120,LOW SUPPLY PRESSURE WARN LIMIT,RF 534 MUX,RFPCV,Radio Frequency
4121,LOW DIFF. PRESSURE WARN LIMIT,RF 593 MUX,RFPCV,Radio Frequency
4122,HIGH SUPPLY PRESSURE WARN LIMIT,RF 535 MUX,RFPCV,Radio Frequency
4123,HIGH DIFF. PRESSURE WARN LIMIT,RF 594 MUX,RFPCV,Radio Frequency
4124,TEMPERATURE READBACK,RF 365 MUX,RFTWV,Radio Frequency
4125,THREE WAY VALVE POSITION (DEGREES),RF 165 MUXL,RFTWV,Radio Frequency
4126,CURRENT INTEGRAL TIME,RF 336 MUX,RFTWV,Radio Frequency
4127,THREE WAY VALVE DRIVE CURRENT (MA),RF 165 MUXR,RFTWV,Radio Frequency
4128,THREE WAY VALVE DRIVE CURRENT (%),RF 165 MUXB,RFTWV,Radio Frequency
4129,TEMPERATURE SETPOINT,RF 333 MUX,RFTWV,Radio Frequency
4130,PROPORTIONAL BAND,RF 335 MUX,RFTWV,Radio Frequency
4131,TEMPERATURE WARN LIMIT,RF 363 MUX,RFTWV,Radio Frequency
4132,BAKEOUT TEMPERATURE WARN LIMIT,RF 364 MUX,RFTWV,Radio Frequency
4133,DERIVATIVE TIME,RF 337 MUX,RFTWV,Radio Frequency
4134,TX LINE - VMAX,RF 745 MUX,RFTX,Radio Frequency
4135,TX LINE - VMIN,RF 747 MUX,RFTX,Radio Frequency
4136,TX LINE - VSWR,RF 749 MUX,RFTX,Radio Frequency
4137,TX LINE - VMAX PROBE #,RF 746 MUX,RFTX,Radio Frequency
4138,TX LINE - VMIN PROBE #,RF 748 MUX,RFTX,Radio Frequency
4139,M9Q1 DIGI,SB 51 DIGI,SBM9B,Secondary Beamlines
4140,M9Q1 DAC,SB 51 DAC,SBM9B,Secondary Beamlines
